"Date","Price","Open","High","Low","Vol.","Change %"
"05/30/2024","25.25","24.20","25.28","23.42","642.64K","4.34%"
"05/29/2024","24.20","25.00","25.50","24.19","512.76K","-3.20%"
"05/28/2024","25.00","25.14","25.60","24.60","534.65K","-1.81%"
"05/27/2024","25.46","25.45","25.84","25.22","525.92K","0.71%"
"05/26/2024","25.28","25.69","25.70","25.01","478.30K","-0.86%"
"05/23/2024","25.50","25.70","26.19","25.45","739.77K","-0.66%"
"05/22/2024","25.67","26.11","26.97","25.45","1.82M","-0.93%"
"05/21/2024","25.91","24.86","26.89","24.42","2.13M","4.64%"
"05/20/2024","24.76","25.75","25.89","24.70","1.44M","-3.32%"
"05/19/2024","25.61","25.25","27.60","25.25","2.57M","2.48%"
"05/16/2024","24.99","23.00","25.10","22.82","2.13M","9.61%"
"05/15/2024","22.80","22.69","23.90","22.25","1.86M","1.29%"
"05/14/2024","22.51","23.19","23.30","22.11","822.50K","-2.30%"
"05/13/2024","23.04","22.49","23.45","21.51","1.59M","2.40%"
"05/12/2024","22.50","24.52","25.19","21.99","1.48M","-7.41%"
"05/09/2024","24.30","24.50","25.35","23.85","1.60M","-0.86%"
"05/08/2024","24.51","25.51","25.88","24.12","2.45M","-2.58%"
"05/07/2024","25.16","26.16","27.39","24.31","2.84M","-3.79%"
"05/02/2024","26.15","23.50","26.80","23.21","3.48M","10.29%"
"05/01/2024","23.71","22.50","23.80","21.81","1.37M","5.42%"
"04/30/2024","22.49","22.50","23.25","21.62","3.16M","0.36%"
"04/29/2024","22.41","21.52","22.95","21.52","1.93M","4.23%"
"04/28/2024","21.50","22.00","22.60","21.06","2.17M","-1.38%"
"04/24/2024","21.80","21.74","22.29","20.54","8.68M","0.28%"
"04/23/2024","21.74","22.84","24.00","21.60","1.82M","-4.82%"
"04/22/2024","22.84","23.38","24.00","22.53","575.24K","-2.31%"
"04/21/2024","23.38","22.97","23.83","22.91","781.15K","1.78%"
"04/18/2024","22.97","25.02","25.56","22.51","1.35M","-8.19%"
"04/17/2024","25.02","24.70","25.89","24.80","1.00M","1.30%"
"04/16/2024","24.70","25.54","25.85","24.55","1.54M","-3.29%"
"04/15/2024","25.54","22.84","26.00","22.60","3.12M","11.82%"
"04/08/2024","22.84","22.71","22.93","22.50","656.64K","0.57%"
"04/07/2024","22.71","22.65","23.30","22.51","1.36M","0.26%"
"04/04/2024","22.65","22.26","23.10","22.26","1.41M","1.75%"
"04/03/2024","22.26","22.05","22.63","21.73","1.32M","0.95%"
"04/02/2024","22.05","23.09","23.83","22.00","1.64M","-4.50%"
"04/01/2024","23.09","20.66","23.25","21.32","2.58M","11.76%"
"03/31/2024","20.66","22.11","22.43","20.10","1.49M","-6.56%"
"03/28/2024","22.11","23.00","23.20","22.10","2.38M","-3.87%"
"03/27/2024","23.00","26.01","26.65","22.61","5.23M","-11.57%"
"03/26/2024","26.01","26.11","27.35","26.00","2.61M","-0.38%"
"03/25/2024","26.11","27.40","28.13","26.00","2.57M","-4.71%"
"03/24/2024","27.40","24.85","28.50","24.00","6.98M","10.26%"
"03/21/2024","24.85","22.70","24.88","22.30","2.61M","9.47%"
"03/20/2024","22.70","23.99","24.44","22.12","3.61M","-5.38%"
"03/19/2024","23.99","21.69","23.99","20.60","5.12M","10.60%"
"03/18/2024","21.69","25.30","25.79","20.56","9.17M","-14.27%"
"03/17/2024","25.30","26.80","28.20","25.30","7.49M","-5.60%"
"03/14/2024","26.80","27.68","28.01","25.00","8.38M","-3.18%"
"03/13/2024","27.68","30.00","30.05","25.00","9.57M","-7.73%"
"03/12/2024","30.00","31.30","33.98","29.00","6.82M","-4.15%"
"03/11/2024","31.30","27.45","32.40","26.20","7.65M","14.03%"
"03/10/2024","27.45","22.88","27.45","23.02","6.67M","19.97%"
"03/07/2024","22.88","21.00","22.88","20.55","3.45M","8.95%"
"03/06/2024","21.00","24.00","24.90","21.00","3.91M","-12.50%"
"03/05/2024","24.00","23.51","24.50","23.21","1.99M","2.08%"
"03/04/2024","23.51","24.21","25.00","23.11","3.35M","-2.89%"
"03/03/2024","24.21","21.56","25.00","21.20","6.18M","12.29%"
"02/29/2024","21.56","22.05","23.80","21.50","2.19M","-2.22%"
"02/28/2024","22.05","21.49","24.98","20.50","7.43M","2.61%"
"02/27/2024","21.49","21.00","22.20","20.39","9.00M","2.33%"
"02/26/2024","21.00","17.75","21.30","17.75","10.24M","18.31%"
"02/25/2024","17.75","17.54","17.96","17.10","1.24M","1.20%"
"02/22/2024","17.54","17.70","18.00","17.45","2.00M","-0.90%"
"02/21/2024","17.70","18.16","18.24","17.62","1.10M","-2.53%"
"02/20/2024","18.16","18.43","18.60","18.13","699.11K","-1.47%"
"02/19/2024","18.43","18.50","18.61","18.42","523.70K","-0.38%"
"02/18/2024","18.50","18.47","18.65","18.31","1.97M","0.16%"
"02/15/2024","18.47","18.26","18.50","18.07","734.36K","1.15%"
"02/14/2024","18.26","18.24","18.31","18.14","335.30K","0.11%"
"02/13/2024","18.24","17.70","18.40","17.77","749.57K","3.05%"
"02/12/2024","17.70","17.41","17.86","17.35","563.11K","1.67%"
"02/11/2024","17.41","17.98","17.99","17.40","905.52K","-3.17%"
"02/08/2024","17.98","17.94","18.11","17.80","672.18K","0.22%"
"02/07/2024","17.94","18.10","18.07","17.77","389.35K","-0.88%"
"02/06/2024","18.10","18.20","18.25","18.00","765.33K","-0.55%"
"02/05/2024","18.20","17.68","18.35","17.61","505.88K","2.94%"
"02/04/2024","17.68","17.78","17.85","17.37","917.55K","-0.56%"
"02/01/2024","17.78","17.60","17.90","17.25","1.78M","1.02%"
"01/31/2024","17.60","18.17","18.23","17.50","1.51M","-2.82%"
"01/30/2024","18.11","18.39","18.45","18.06","1.52M","-1.04%"
"01/29/2024","18.30","18.01","18.50","18.00","2.97M","1.78%"
"01/28/2024","17.98","18.13","18.23","17.86","944.59K","-0.39%"
"01/24/2024","18.05","18.12","18.18","17.95","689.11K","-0.77%"
"01/23/2024","18.19","18.05","18.25","17.68","4.93M","0.83%"
"01/22/2024","18.04","18.60","18.76","17.99","4.32M","-2.49%"
"01/21/2024","18.50","18.80","19.15","18.50","1.76M","-1.60%"
"01/18/2024","18.80","18.52","18.96","18.52","1.97M","0.32%"
"01/17/2024","18.74","18.44","18.97","18.31","3.16M","2.29%"
"01/16/2024","18.32","18.22","18.50","18.00","1.56M","0.66%"
"01/15/2024","18.20","18.25","18.39","18.12","1.31M","-0.55%"
"01/14/2024","18.30","18.20","18.30","17.93","2.17M","0.77%"
"01/11/2024","18.16","18.25","18.39","17.90","944.71K","-0.22%"
"01/10/2024","18.20","18.03","18.50","17.95","4.29M","1.11%"
"01/09/2024","18.00","17.83","18.10","17.67","3.46M","1.41%"
"01/08/2024","17.75","17.82","17.82","17.60","872.40K","0.34%"
"01/04/2024","17.69","18.08","18.08","17.58","1.61M","-2.21%"
"01/03/2024","18.09","17.87","18.09","17.70","811.92K","2.20%"
"01/02/2024","17.70","17.52","17.90","17.50","592.72K","1.14%"
"12/31/2023","17.50","17.60","17.60","17.39","705.45K","0.00%"
"12/28/2023","17.50","17.48","17.60","17.27","1.40M","0.11%"
